"personal_id","occupation1","age","p_mig","max_inc"
1860013,NA,17,0,NA
1860013,NA,18,0,NA
1860013,NA,19,0,NA
1860013,NA,20,1,NA
1860013,NA,21,0,NA
1860013,NA,22,0,NA
1860013,NA,23,0,NA
1860013,NA,24,0,NA
1860013,NA,25,1,NA
1860013,NA,26,0,NA
1860013,NA,27,0,NA
1860013,NA,28,0,NA
1860013,NA,29,0,NA
1860013,NA,30,0,NA
1860013,NA,31,0,NA
1860013,NA,32,0,NA
1860013,NA,33,0,NA
1860013,NA,34,0,NA
1860013,NA,35,0,NA
1860013,NA,36,0,NA
1860013,NA,37,0,NA
1860013,NA,38,0,NA
1860013,NA,39,0,NA
1860013,NA,40,0,NA
1860013,NA,41,0,NA
1860013,NA,42,0,NA
1860013,NA,43,0,NA
1860013,NA,44,0,NA
1860013,NA,45,0,NA
1860013,NA,46,0,NA
1860013,NA,47,0,NA
1860013,NA,48,0,NA
1860013,NA,49,0,NA
1860013,NA,50,0,NA
1860013,NA,51,0,NA
1860013,NA,52,0,NA
1860013,NA,53,0,NA
1860013,NA,54,0,NA
1860013,NA,55,0,NA
1860013,NA,56,0,NA
1860014,NA,0,0,NA
1860014,NA,1,0,NA
1860014,NA,2,0,NA
1860014,NA,3,0,NA
1860014,NA,4,0,NA
1860014,NA,5,0,NA
1860014,NA,6,0,NA
1860014,NA,7,0,NA
1860014,NA,8,0,NA
1860014,NA,9,0,NA
1860014,NA,10,0,NA
1860014,NA,11,0,NA
1860014,NA,12,0,NA
1860014,NA,13,0,NA
1860014,NA,14,0,NA
1860014,NA,15,0,NA
1860014,NA,16,0,NA
1860014,NA,17,0,NA
1860014,NA,18,0,NA
1860014,"dräng",19,0,571.888916015625
1860014,"dräng",20,0,571.888916015625
1860014,"dräng",21,0,571.888916015625
1860014,"dräng",22,0,571.888916015625
1860014,"dräng",23,0,571.888916015625
1860014,"dräng",24,0,571.888916015625
1860014,"dräng",25,0,571.888916015625
1860014,"dräng",26,0,571.888916015625
1860014,"dräng",27,0,571.888916015625
1860014,"dräng",28,0,571.888916015625
1860014,"dräng",29,0,571.888916015625
1860014,"dräng",30,0,571.888916015625
1860014,"dräng",31,0,571.888916015625
